EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany,TotalWorkingYears
489,19,No,Travel_Frequently,Research & Development,7,3,Technical Degree,Male,Manager,2,Married,12000,No,3,1,15
490,24,No,Travel_Rarely,Sales,6,3,Other,Male,Sales Executive,1,Married,1421,No,2,0,1
491,25,No,Travel_Frequently,Sales,7,4,Medical,Female,Sales Representative,3,Divorced,10057,No,3,3,17
492,38,No,Non-Travel,Research & Development,6,2,Medical,Male,Research Scientist,4,Married,7885,Yes,2,9,13
493,37,Yes,Travel_Rarely,Sales,8,2,Marketing,Female,Sales Representative,2,Married,9720,No,3,2,12
494,45,No,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,Healthcare Representative,1,Divorced,10757,No,2,5,8
495,26,Yes,Travel_Rarely,Sales,3,2,Life Sciences,Female,Sales Executive,4,Divorced,10820,No,4,1,12
496,27,Yes,Travel_Frequently,Sales,9,3,Technical Degree,Female,Sales Representative,2,Single,10361,Yes,3,12,17
497,27,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,Male,Laboratory Technician,2,Divorced,5427,No,3,4,14
498,40,No,Travel_Frequently,Research & Development,7,5,Technical Degree,Male,Research Scientist,2,Single,4897,No,3,5,15
499,46,No,Travel_Frequently,Research & Development,5,5,Medical,Male,Manager,4,Married,12000,No,2,1,13
500,41,No,Travel_Rarely,Research & Development,5,4,Technical Degree,Female,Healthcare Representative,3,Married,7710,Yes,3,8,9
501,23,Yes,Travel_Rarely,Sales,25,3,Marketing,Male,Sales Representative,1,Married,2116,No,1,4,12
502,33,No,Non-Travel,Research & Development,5,2,Medical,Male,Healthcare Representative,2,Divorced,5660,No,3,24,31
503,29,No,Travel_Frequently,Research & Development,6,4,Medical,Male,Laboratory Technician,3,Single,9626,No,3,5,7
504,26,Yes,Non-Travel,Sales,3,5,Technical Degree,Male,Sales Representative,4,Married,4229,No,3,12,14
505,32,No,Travel_Rarely,Research & Development,2,3,Medical,Female,Laboratory Technician,4,Single,9062,No,3,25,29
506,38,Yes,Non-Travel,Sales,16,3,Human Resources,Male,Sales Representative,4,Divorced,7329,Yes,3,2,5
507,47,No,Travel_Rarely,Sales,1,2,Life Sciences,Female,Manager,4,Single,12000,No,4,1,12
508,44,No,Non-Travel,Sales,5,2,Human Resources,Male,Manager,4,Single,14444,Yes,3,36,42
509,20,Yes,Travel_Frequently,Sales,1,2,Life Sciences,Female,Sales Representative,2,Married,8036,Yes,1,3,8
510,21,No,Travel_Rarely,Sales,1,3,Life Sciences,Male,Manager,4,Single,15591,No,2,4,18
511,36,Yes,Travel_Frequently,Sales,1,5,Marketing,Male,Manager,3,Single,12000,No,2,1,16
512,56,No,Non-Travel,Research & Development,26,4,Medical,Female,Research Scientist,1,Divorced,5590,Yes,3,17,20
513,40,No,Travel_Frequently,Sales,4,2,Medical,Male,Sales Representative,2,Single,8377,No,3,1,2
514,43,No,Non-Travel,Sales,5,4,Technical Degree,Female,Sales Representative,2,Divorced,7524,No,3,5,18
515,35,No,Non-Travel,Sales,3,5,Life Sciences,Female,Manager,4,Married,12000,No,3,2,10
516,28,No,Non-Travel,Research & Development,2,4,Human Resources,Male,Manufacturing Director,2,Divorced,7300,No,3,0,9
517,24,No,Travel_Rarely,Research & Development,3,4,Marketing,Female,Research Scientist,4,Married,11586,No,3,7,22
518,53,No,Travel_Frequently,Sales,1,4,Human Resources,Male,Sales Representative,4,Single,3879,Yes,3,5,16
519,22,No,Travel_Frequently,Research & Development,14,3,Life Sciences,Female,Manager,1,Single,12000,Yes,3,6,7
520,29,No,Non-Travel,Sales,12,2,Human Resources,Male,Sales Representative,1,Divorced,12112,No,4,8,8
521,39,No,Non-Travel,Research & Development,20,4,Other,Male,Laboratory Technician,1,Married,12855,No,3,0,6
522,40,No,Non-Travel,Research & Development,5,3,Marketing,Male,Laboratory Technician,4,Single,2165,Yes,3,1,10
523,30,No,Non-Travel,Sales,16,2,Marketing,Female,Sales Representative,2,Divorced,5668,No,2,4,5
524,32,No,Travel_Frequently,Research & Development,7,3,Medical,Male,Healthcare Representative,1,Married,14191,No,3,0,15
525,51,No,Travel_Frequently,Research & Development,8,4,Technical Degree,Male,Healthcare Representative,4,Divorced,4998,No,2,0,2
526,42,No,Travel_Rarely,Sales,5,3,Technical Degree,Male,Manager,4,Single,12000,Yes,3,2,4
527,37,Yes,Travel_Rarely,Sales,2,3,Marketing,Male,Sales Executive,3,Single,2847,No,3,15,16
528,53,No,Non-Travel,Research & Development,9,3,Marketing,Male,Research Scientist,4,Married,15411,Yes,3,16,17
529,35,No,Non-Travel,Human Resources,1,4,Marketing,Female,Manager,4,Single,12000,No,3,1,3
530,39,No,Travel_Frequently,Research & Development,14,2,Marketing,Male,Manager,4,Divorced,12000,No,3,14,18
531,23,Yes,Non-Travel,Research & Development,28,4,Medical,Female,Manufacturing Director,4,Divorced,11246,Yes,3,2,3
532,34,Yes,Travel_Rarely,Sales,4,4,Other,Female,Sales Representative,2,Single,8127,Yes,3,4,8
533,22,No,Non-Travel,Research & Development,22,4,Human Resources,Male,Research Director,3,Divorced,17000,No,3,3,17
534,38,No,Travel_Rarely,Research & Development,1,3,Marketing,Male,Laboratory Technician,4,Married,8355,No,2,1,10
535,28,No,Non-Travel,Research & Development,17,4,Marketing,Female,Manufacturing Director,3,Single,3176,No,3,9,22
536,32,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Female,Laboratory Technician,4,Married,8277,No,3,8,21
537,24,No,Travel_Rarely,Sales,4,4,Marketing,Male,Sales Executive,1,Single,15395,Yes,3,2,10
538,43,Yes,Non-Travel,Research & Development,6,5,Marketing,Male,Research Scientist,3,Married,7671,Yes,3,6,16
539,34,No,Travel_Frequently,Research & Development,5,4,Other,Female,Manager,3,Single,12000,Yes,3,2,4
540,29,No,Travel_Rarely,Research & Development,6,3,Other,Male,Manager,4,Divorced,12785,No,3,1,3
541,37,Yes,Travel_Frequently,Research & Development,20,3,Other,Male,Healthcare Representative,4,Single,16750,No,3,5,16
542,38,No,Travel_Rarely,Research & Development,1,5,Human Resources,Male,Laboratory Technician,4,Divorced,9467,No,2,0,0
543,53,No,Travel_Rarely,Sales,1,4,Life Sciences,Female,Sales Representative,4,Divorced,8491,No,3,1,16
544,38,No,Non-Travel,Research & Development,21,3,Life Sciences,Female,Research Scientist,2,Divorced,7641,No,4,3,10
545,41,No,Non-Travel,Research & Development,1,5,Marketing,Female,Manager,3,Single,12000,No,2,12,18
546,48,No,Travel_Frequently,Sales,1,4,Other,Male,Manager,3,Single,12000,No,3,4,17
547,30,No,Travel_Frequently,Research & Development,2,3,Other,Male,Manufacturing Director,2,Single,3220,No,2,17,22
548,42,No,Non-Travel,Research & Development,11,3,Technical Degree,Female,Manufacturing Director,3,Married,10337,No,3,3,18
549,28,Yes,Travel_Rarely,Sales,6,3,Life Sciences,Male,Manager,3,Single,12000,Yes,1,0,11
550,34,Yes,Travel_Frequently,Research & Development,17,2,Human Resources,Male,Healthcare Representative,4,Divorced,13701,No,3,0,2
551,23,No,Travel_Rarely,Sales,1,2,Technical Degree,Male,Sales Executive,4,Married,6987,No,1,0,14
552,37,Yes,Travel_Frequently,Sales,2,3,Medical,Male,Manager,4,Single,12000,No,3,0,11
553,19,No,Non-Travel,Sales,1,3,Marketing,Male,Sales Representative,1,Single,9838,No,3,0,15
554,25,No,Non-Travel,Research & Development,7,3,Medical,Male,Manager,3,Married,12000,No,3,9,19
555,30,No,Travel_Rarely,Research & Development,6,5,Technical Degree,Male,Manager,4,Single,12000,No,1,6,14
556,34,No,Non-Travel,Research & Development,8,5,Medical,Male,Healthcare Representative,3,Divorced,9434,No,2,2,10
557,34,No,Non-Travel,Human Resources,7,5,Other,Male,Manager,3,Married,12000,No,3,6,9
558,28,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Manufacturing Director,1,Divorced,1508,Yes,3,0,8
559,37,No,Non-Travel,Sales,1,4,Human Resources,Female,Manager,2,Divorced,12000,Yes,3,4,10
560,29,No,Non-Travel,Research & Development,13,3,Technical Degree,Female,Healthcare Representative,2,Married,4947,Yes,3,0,9
561,30,No,Travel_Frequently,Research & Development,3,4,Human Resources,Female,Healthcare Representative,2,Single,6838,No,2,2,2
562,29,No,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,Research Director,3,Single,17000,Yes,3,12,19
563,47,No,Non-Travel,Sales,11,1,Life Sciences,Male,Sales Executive,2,Divorced,5741,No,3,1,5
564,56,No,Travel_Frequently,Research & Development,1,3,Marketing,Female,Manager,4,Divorced,13951,No,3,7,17
565,28,No,Travel_Frequently,Research & Development,2,4,Marketing,Female,Research Scientist,3,Married,13790,No,4,8,10
566,45,No,Travel_Rarely,Sales,6,3,Life Sciences,Male,Sales Representative,4,Married,12227,No,1,26,30
567,27,No,Travel_Frequently,Research & Development,16,4,Technical Degree,Male,Laboratory Technician,4,Single,8873,No,2,5,9
568,42,No,Travel_Frequently,Research & Development,13,2,Technical Degree,Female,Healthcare Representative,1,Single,1689,Yes,3,0,1
569,39,No,Travel_Frequently,Research & Development,17,4,Medical,Female,Laboratory Technician,3,Single,2336,Yes,3,3,9
570,39,No,Travel_Frequently,Research & Development,10,3,Human Resources,Female,Healthcare Representative,1,Divorced,15486,No,3,13,27
571,23,No,Non-Travel,Research & Development,6,4,Human Resources,Female,Manager,2,Divorced,12000,No,3,0,1
572,37,No,Travel_Frequently,Research & Development,9,2,Other,Female,Manager,3,Married,12000,No,2,2,14
573,32,No,Travel_Frequently,Research & Development,9,4,Human Resources,Female,Manufacturing Director,1,Divorced,8493,No,3,11,16
574,28,No,Non-Travel,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,4,Single,5038,No,3,14,20
575,34,Yes,Non-Travel,Human Resources,27,2,Technical Degree,Male,Human Resources,4,Single,1737,No,2,7,11
576,38,No,Travel_Rarely,Sales,2,2,Medical,Male,Manager,2,Single,12000,Yes,4,0,2
577,34,Yes,Non-Travel,Research & Development,10,4,Life Sciences,Female,Research Scientist,2,Divorced,1407,No,3,0,4
578,32,Yes,Travel_Frequently,Research & Development,9,2,Human Resources,Female,Manager,2,Married,12000,No,1,9,9
579,36,No,Travel_Frequently,Research & Development,3,4,Technical Degree,Female,Laboratory Technician,2,Married,2052,Yes,3,34,40
580,25,No,Travel_Rarely,Sales,7,4,Technical Degree,Male,Manager,3,Divorced,12000,Yes,3,3,18
581,34,No,Travel_Rarely,Sales,3,4,Medical,Male,Manager,4,Divorced,12000,No,3,5,9
582,29,No,Travel_Frequently,Research & Development,13,1,Other,Male,Research Scientist,2,Single,8327,Yes,3,2,4
583,29,No,Non-Travel,Research & Development,10,4,Medical,Male,Manager,4,Married,12000,No,2,1,14
584,25,Yes,Non-Travel,Sales,9,2,Marketing,Male,Sales Executive,3,Divorced,9769,Yes,1,5,15
585,40,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,Manufacturing Director,3,Divorced,6879,No,3,0,0
586,34,No,Travel_Frequently,Research & Development,11,4,Life Sciences,Male,Manager,4,Single,12000,No,3,14,18
587,38,No,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,Research Director,1,Single,17000,No,3,5,10
588,42,No,Non-Travel,Research & Development,7,1,Other,Male,Healthcare Representative,1,Divorced,16144,No,2,7,17
589,28,No,Travel_Frequently,Research & Development,20,5,Other,Female,Laboratory Technician,2,Married,12473,No,3,23,36
590,43,No,Travel_Frequently,Research & Development,4,3,Human Resources,Female,Research Director,4,Single,17000,No,1,22,28
591,31,No,Travel_Frequently,Human Resources,2,3,Human Resources,Male,Manager,3,Single,12000,Yes,3,2,17
592,38,No,Non-Travel,Sales,6,3,Human Resources,Female,Sales Representative,2,Married,13004,No,3,1,7
593,20,No,Travel_Rarely,Research & Development,26,3,Technical Degree,Female,Manufacturing Director,2,Single,5482,No,3,2,12
594,32,No,Travel_Frequently,Research & Development,4,4,Human Resources,Female,Research Director,3,Single,17000,No,1,28,40
595,32,Yes,Travel_Frequently,Research & Development,15,2,Marketing,Male,Manufacturing Director,1,Divorced,1162,No,2,11,21
596,41,Yes,Non-Travel,Research & Development,7,4,Technical Degree,Male,Laboratory Technician,3,Single,15370,No,3,1,4
597,21,No,Non-Travel,Research & Development,1,5,Medical,Male,Healthcare Representative,4,Single,4847,Yes,3,8,14
598,25,No,Non-Travel,Research & Development,13,3,Life Sciences,Male,Research Scientist,3,Married,11264,No,3,7,13
599,33,No,Travel_Rarely,Research & Development,2,4,Human Resources,Male,Research Scientist,1,Married,3870,No,3,6,7
600,35,No,Non-Travel,Sales,12,3,Other,Female,Sales Representative,2,Single,4690,No,1,3,14
601,40,No,Travel_Frequently,Sales,26,3,Life Sciences,Female,Sales Representative,4,Divorced,2234,Yes,3,9,19
602,28,Yes,Travel_Rarely,Sales,21,4,Human Resources,Male,Manager,4,Divorced,12000,Yes,3,9,11
603,32,No,Travel_Rarely,Sales,12,1,Human Resources,Female,Manager,2,Single,12000,No,2,21,23
604,29,No,Non-Travel,Sales,3,4,Other,Female,Sales Executive,1,Divorced,9861,No,2,10,22
605,35,No,Travel_Frequently,Research & Development,3,3,Other,Female,Manager,3,Married,12000,Yes,3,8,8
606,33,Yes,Travel_Frequently,Sales,3,3,Life Sciences,Male,Sales Executive,2,Married,10524,No,2,2,4
607,26,No,Travel_Rarely,Research & Development,6,2,Human Resources,Female,Laboratory Technician,3,Married,2275,No,3,2,12
608,27,Yes,Travel_Rarely,Research & Development,5,3,Medical,Male,Research Scientist,4,Single,5659,Yes,4,3,17
609,48,No,Travel_Frequently,Sales,6,3,Life Sciences,Female,Sales Representative,2,Divorced,4268,No,3,5,16
610,37,No,Travel_Rarely,Research & Development,24,2,Marketing,Male,Research Scientist,3,Divorced,5098,No,3,4,8
611,32,Yes,Travel_Rarely,Research & Development,3,4,Marketing,Male,Laboratory Technician,1,Married,15735,No,3,1,6
612,38,No,Travel_Rarely,Research & Development,5,3,Marketing,Female,Manufacturing Director,2,Divorced,19486,No,2,1,13
613,27,No,Non-Travel,Sales,6,3,Technical Degree,Male,Sales Representative,4,Married,6726,No,4,9,20
614,40,Yes,Non-Travel,Research & Development,12,5,Marketing,Male,Manufacturing Director,4,Single,1032,Yes,3,3,12
615,32,No,Non-Travel,Research & Development,9,4,Technical Degree,Male,Research Director,3,Divorced,17000,Yes,3,2,17
616,30,No,Travel_Rarely,Research & Development,2,4,Human Resources,Female,Research Scientist,3,Divorced,2901,No,4,5,14
617,31,No,Non-Travel,Sales,5,2,Human Resources,Male,Sales Representative,4,Divorced,2580,No,3,19,25
618,27,No,Travel_Frequently,Research & Development,12,3,Human Resources,Male,Laboratory Technician,2,Divorced,3374,No,3,11,21
619,27,No,Travel_Rarely,Human Resources,10,4,Human Resources,Female,Manager,2,Married,12000,No,4,0,7
620,25,Yes,Travel_Rarely,Sales,21,4,Life Sciences,Male,Sales Representative,4,Married,2619,No,3,1,3
621,25,No,Travel_Rarely,Research & Development,10,4,Other,Female,Manufacturing Director,2,Divorced,6824,Yes,1,1,1
622,30,No,Travel_Frequently,Sales,6,4,Life Sciences,Male,Manager,4,Married,12000,No,3,5,18
623,45,No,Travel_Frequently,Research & Development,3,1,Human Resources,Male,Laboratory Technician,2,Single,3401,No,2,1,5
624,30,Yes,Travel_Frequently,Research & Development,2,3,Other,Female,Research Scientist,1,Married,6886,No,3,5,14
625,37,No,Travel_Frequently,Sales,5,3,Other,Male,Sales Executive,1,Divorced,12811,No,4,0,2
626,48,No,Travel_Frequently,Research & Development,1,4,Human Resources,Female,Healthcare Representative,2,Single,1705,No,3,8,19
627,28,No,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,Laboratory Technician,2,Married,2398,No,2,7,14
628,26,No,Non-Travel,Research & Development,6,4,Technical Degree,Female,Research Director,3,Divorced,17000,No,3,0,12
629,41,Yes,Travel_Frequently,Research & Development,4,4,Marketing,Female,Healthcare Representative,4,Single,5331,No,3,4,13
630,54,No,Travel_Frequently,Sales,7,4,Technical Degree,Female,Sales Executive,4,Single,5675,No,3,3,6
631,32,No,Travel_Frequently,Research & Development,11,3,Human Resources,Male,Manufacturing Director,2,Divorced,8369,No,3,16,23
632,23,Yes,Travel_Frequently,Research & Development,3,4,Technical Degree,Male,Research Scientist,1,Single,1964,No,3,1,1
633,30,No,Non-Travel,Research & Development,19,1,Technical Degree,Male,Manufacturing Director,3,Divorced,7279,No,4,32,46
634,32,No,Travel_Rarely,Research & Development,15,4,Human Resources,Male,Research Director,4,Single,17000,No,3,24,34
635,33,No,Travel_Frequently,Sales,21,3,Marketing,Male,Sales Executive,1,Married,4760,No,3,7,14
636,45,No,Non-Travel,Research & Development,3,4,Medical,Male,Research Director,2,Married,17000,Yes,3,6,15
637,38,No,Travel_Frequently,Research & Development,4,4,Technical Degree,Male,Research Scientist,2,Married,7968,No,3,11,17
638,48,No,Travel_Rarely,Sales,13,4,Marketing,Female,Sales Representative,3,Single,2208,No,3,0,9
639,36,No,Travel_Rarely,Research & Development,15,3,Other,Male,Research Director,3,Single,17000,No,1,0,8
640,43,Yes,Travel_Frequently,Research & Development,14,1,Technical Degree,Male,Manager,2,Divorced,12000,No,1,1,12
641,48,No,Travel_Rarely,Sales,29,4,Life Sciences,Male,Manager,3,Married,12000,No,2,9,20
642,49,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,Manager,1,Divorced,13607,No,3,8,19
643,49,No,Travel_Frequently,Sales,4,2,Human Resources,Male,Sales Representative,2,Single,6926,No,3,7,13
644,44,No,Travel_Rarely,Research & Development,12,4,Human Resources,Male,Healthcare Representative,4,Married,1074,No,4,4,17
645,23,No,Travel_Frequently,Research & Development,15,4,Medical,Female,Healthcare Representative,3,Single,9988,No,3,12,16
646,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Director,3,Married,17000,No,3,6,14
647,37,No,Non-Travel,Research & Development,1,5,Marketing,Male,Manufacturing Director,4,Divorced,16426,No,3,1,12
648,39,No,Travel_Rarely,Research & Development,9,3,Medical,Female,Healthcare Representative,4,Divorced,4656,Yes,4,11,16
649,37,No,Non-Travel,Research & Development,2,5,Other,Male,Manufacturing Director,2,Single,6265,Yes,4,12,23
650,22,No,Non-Travel,Sales,7,3,Other,Female,Sales Executive,3,Divorced,10518,No,4,5,7
651,37,No,Travel_Frequently,Sales,1,5,Medical,Male,Sales Representative,2,Single,6787,No,3,3,18
652,37,Yes,Non-Travel,Research & Development,2,5,Technical Degree,Female,Healthcare Representative,4,Single,2879,No,3,3,5
653,31,No,Travel_Rarely,Research & Development,5,2,Human Resources,Male,Laboratory Technician,3,Married,3786,No,2,2,10
654,26,Yes,Travel_Rarely,Research & Development,10,3,Human Resources,Male,Manager,3,Single,12000,Yes,1,0,12
655,52,No,Travel_Frequently,Sales,4,3,Other,Male,Manager,1,Divorced,12000,No,4,1,11
656,47,No,Non-Travel,Research & Development,10,3,Other,Male,Laboratory Technician,3,Married,2813,No,3,8,22
657,28,No,Non-Travel,Research & Development,15,4,Technical Degree,Female,Healthcare Representative,3,Divorced,4954,No,3,3,5
658,44,No,Travel_Frequently,Research & Development,17,3,Human Resources,Male,Manufacturing Director,1,Married,8835,Yes,2,5,6
659,26,Yes,Travel_Rarely,Research & Development,1,1,Technical Degree,Male,Healthcare Representative,4,Divorced,6896,No,4,0,7
660,30,Yes,Travel_Frequently,Research & Development,8,3,Life Sciences,Male,Healthcare Representative,4,Single,6525,No,3,1,8
661,27,No,Travel_Rarely,Research & Development,4,3,Human Resources,Female,Research Scientist,4,Divorced,3300,No,3,2,15
662,37,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,Manufacturing Director,3,Single,9116,No,2,2,13
663,31,No,Travel_Frequently,Research & Development,12,2,Other,Male,Manager,3,Single,12000,No,3,7,8
664,46,Yes,Travel_Rarely,Research & Development,13,4,Marketing,Female,Research Scientist,4,Married,13702,No,3,0,6
665,30,No,Non-Travel,Research & Development,1,3,Life Sciences,Female,Manager,3,Married,12000,Yes,1,1,15
666,22,Yes,Non-Travel,Research & Development,3,4,Marketing,Male,Healthcare Representative,1,Divorced,2151,Yes,2,7,20
667,60,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Female,Manufacturing Director,3,Married,10279,No,3,7,8
668,23,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Female,Research Director,4,Single,17000,No,2,1,14
669,26,No,Travel_Rarely,Sales,10,3,Other,Male,Manager,2,Married,12000,No,3,6,7
670,38,Yes,Travel_Frequently,Sales,2,4,Marketing,Male,Sales Executive,2,Divorced,1296,No,3,2,9
671,23,No,Travel_Rarely,Research & Development,14,1,Human Resources,Male,Research Director,4,Divorced,17000,No,3,6,10
672,39,No,Travel_Rarely,Sales,5,3,Technical Degree,Male,Manager,3,Married,12000,No,2,0,9
673,27,No,Travel_Rarely,Research & Development,4,4,Medical,Female,Laboratory Technician,4,Single,2266,No,3,2,10
674,39,Yes,Travel_Frequently,Research & Development,3,4,Marketing,Male,Manager,1,Married,12000,No,3,5,12
675,58,No,Travel_Frequently,Research & Development,3,3,Medical,Female,Research Director,2,Divorced,17000,No,3,13,26
676,30,No,Travel_Rarely,Research & Development,10,4,Human Resources,Female,Research Director,2,Divorced,17000,No,3,3,15
677,37,No,Travel_Rarely,Research & Development,5,4,Human Resources,Male,Laboratory Technician,3,Single,5933,Yes,3,9,10
678,33,No,Travel_Frequently,Research & Development,22,4,Human Resources,Male,Research Director,4,Divorced,17000,No,2,2,17
679,34,Yes,Travel_Frequently,Research & Development,7,4,Medical,Male,Research Director,4,Single,17000,Yes,1,1,10
680,31,No,Travel_Frequently,Research & Development,7,3,Other,Male,Laboratory Technician,4,Single,11928,No,3,2,4
681,39,No,Non-Travel,Research & Development,11,2,Human Resources,Male,Laboratory Technician,3,Divorced,8111,No,3,5,20
682,31,No,Travel_Rarely,Human Resources,1,5,Marketing,Male,Manager,2,Divorced,13626,No,3,4,11
683,31,Yes,Travel_Rarely,Sales,6,3,Medical,Female,Manager,2,Divorced,12000,No,4,1,4
684,47,Yes,Travel_Frequently,Research & Development,5,2,Medical,Male,Healthcare Representative,2,Single,3262,No,1,1,12
685,39,Yes,Travel_Rarely,Sales,4,5,Life Sciences,Female,Sales Executive,1,Married,4377,No,1,1,5
686,44,No,Travel_Rarely,Research & Development,10,3,Medical,Male,Research Scientist,4,Divorced,10999,No,1,1,15
687,26,No,Non-Travel,Research & Development,6,3,Life Sciences,Male,Research Scientist,4,Single,8371,No,2,15,19
688,28,No,Travel_Rarely,Research & Development,1,4,Marketing,Male,Research Director,3,Married,17000,No,3,3,7
689,38,No,Non-Travel,Research & Development,27,3,Human Resources,Male,Research Director,3,Divorced,17000,No,2,7,21
690,46,No,Travel_Frequently,Research & Development,7,4,Human Resources,Female,Manager,1,Married,12000,No,3,12,25
691,35,Yes,Travel_Frequently,Research & Development,3,4,Technical Degree,Male,Laboratory Technician,3,Divorced,5893,No,3,22,33
692,34,No,Travel_Rarely,Sales,3,3,Human Resources,Male,Sales Executive,4,Divorced,7129,No,3,11,18
693,38,No,Travel_Rarely,Sales,19,3,Marketing,Female,Sales Executive,3,Married,10448,No,3,7,19
694,37,No,Travel_Rarely,Sales,1,3,Life Sciences,Male,Sales Representative,4,Divorced,4972,No,1,0,10
695,36,No,Travel_Rarely,Sales,10,4,Marketing,Female,Sales Executive,1,Single,14721,No,3,16,30
696,28,No,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,Research Scientist,4,Married,11779,No,3,11,21
697,34,No,Travel_Frequently,Sales,4,3,Human Resources,Female,Sales Executive,2,Married,17640,No,4,1,15
698,29,Yes,Non-Travel,Sales,4,3,Medical,Male,Sales Executive,2,Divorced,3536,No,2,33,45
699,26,No,Travel_Rarely,Research & Development,20,1,Technical Degree,Female,Research Scientist,4,Single,3457,No,4,2,2
700,39,No,Non-Travel,Research & Development,4,2,Medical,Male,Healthcare Representative,4,Divorced,5720,Yes,3,2,8
701,29,No,Non-Travel,Sales,4,5,Human Resources,Female,Sales Representative,3,Single,5664,No,3,3,13
702,29,No,Travel_Frequently,Research & Development,5,3,Marketing,Female,Laboratory Technician,4,Divorced,2077,Yes,3,5,20
703,26,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,Research Scientist,4,Divorced,4661,No,2,2,3
704,40,No,Non-Travel,Research & Development,3,4,Marketing,Male,Manager,1,Married,12000,Yes,4,24,35
705,37,No,Travel_Frequently,Sales,1,5,Marketing,Male,Sales Representative,2,Married,6596,No,3,10,17
706,26,No,Travel_Rarely,Research & Development,4,4,Human Resources,Male,Research Scientist,2,Married,6937,No,1,0,0
707,35,No,Travel_Rarely,Sales,29,4,Human Resources,Female,Sales Executive,3,Divorced,3897,No,3,5,20
708,34,Yes,Travel_Frequently,Human Resources,7,3,Other,Female,Human Resources,2,Divorced,2039,No,2,3,16
709,22,No,Travel_Rarely,Research & Development,19,3,Other,Male,Laboratory Technician,1,Divorced,1298,No,1,4,4
710,33,Yes,Non-Travel,Sales,4,3,Marketing,Female,Sales Executive,4,Married,3249,No,3,2,15
711,27,No,Travel_Frequently,Research & Development,7,3,Technical Degree,Female,Research Director,3,Divorced,17000,Yes,2,22,32
712,36,No,Travel_Frequently,Research & Development,8,3,Human Resources,Male,Research Director,2,Single,17000,No,2,8,14
713,27,No,Travel_Frequently,Sales,18,5,Technical Degree,Male,Sales Executive,4,Divorced,4682,No,4,17,23
714,25,Yes,Travel_Frequently,Research & Development,8,4,Marketing,Female,Healthcare Representative,2,Married,10271,Yes,3,4,9
715,36,No,Non-Travel,Research & Development,5,3,Human Resources,Female,Research Director,4,Single,17000,Yes,3,1,8
716,27,No,Non-Travel,Research & Development,6,4,Medical,Male,Laboratory Technician,3,Divorced,6023,No,3,36,36
717,23,No,Travel_Frequently,Research & Development,21,4,Technical Degree,Female,Laboratory Technician,4,Divorced,9730,Yes,4,4,8
718,46,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Female,Manager,3,Divorced,12000,No,3,3,14
719,37,No,Travel_Frequently,Sales,6,3,Human Resources,Female,Sales Representative,4,Divorced,3712,No,4,17,21
720,39,No,Travel_Rarely,Sales,6,4,Life Sciences,Female,Sales Executive,3,Single,14061,Yes,3,26,36
721,30,No,Travel_Rarely,Research & Development,1,3,Other,Male,Research Director,1,Divorced,17000,No,2,19,33
722,36,No,Non-Travel,Research & Development,3,4,Technical Degree,Male,Laboratory Technician,3,Single,14252,No,3,6,18
723,32,No,Non-Travel,Research & Development,5,3,Technical Degree,Female,Research Director,2,Married,17000,Yes,2,7,20
724,35,No,Travel_Frequently,Sales,20,3,Life Sciences,Female,Manager,2,Single,12000,No,3,12,24
725,47,Yes,Travel_Rarely,Research & Development,5,3,Other,Female,Healthcare Representative,3,Married,1026,No,3,8,18
726,33,No,Travel_Rarely,Research & Development,4,3,Human Resources,Female,Research Scientist,1,Single,1463,No,3,3,9
727,43,Yes,Non-Travel,Sales,3,3,Technical Degree,Female,Sales Representative,4,Single,1577,No,4,3,7
728,26,Yes,Travel_Frequently,Research & Development,12,2,Life Sciences,Female,Manager,3,Single,12000,No,3,0,9
729,33,No,Travel_Frequently,Research & Development,8,3,Marketing,Male,Healthcare Representative,3,Divorced,5245,No,1,2,8
730,35,No,Travel_Rarely,Research & Development,14,4,Life Sciences,Male,Manufacturing Director,3,Married,10046,No,4,0,4
731,44,No,Travel_Frequently,Research & Development,24,2,Technical Degree,Male,Research Scientist,3,Married,11316,No,1,39,41
732,25,No,Travel_Rarely,Sales,15,3,Other,Female,Sales Representative,2,Single,6180,No,3,13,25
